ClassName(Skill%);Name;HP;ATK;DEF;EXP;HoldingExplanation;floating;boating;Ghost;Fire;Ice;thunder;Magic;紅魔郷;妖々夢;永夜抄;花映塚;風神録;地霊殿;星蓮船;神霊廟;輝針城;番外伝;ATTACK_SE
蘇我屠自古(50%);ビリビリ屠自古;51;33;10;216;雷弾を発射するぞ;true;f;true;f;f;true;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SHOOT
;ズドンドン屠自古;75;42;15;550;雷弾を発射するぞ;true;f;true;f;f;true;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SHOOT
;バリバリズドン屠自古;120;64;20;1800;雷弾を発射するぞ;true;f;true;f;f;true;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SHOOT
;*蘇我屠自古*;121;71;33;3200;雷弾を発射するぞ;true;f;true;f;f;true;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SHOOT
村紗水蜜(40%);アンカームラサ;35;23;10;66;アンカーを投げるぞ;f;true;true;f;f;f;f;f;f;f;f;f;f;true;f;f;f;ATTACK_WATER
;転覆ムラサ;60;41;15;300;アンカーを投げるぞ;f;true;true;f;f;f;f;f;f;f;f;f;f;true;f;f;f;ATTACK_WATER
;撃沈ムラサ;110;56;20;2300;アンカーを投げるぞ;f;true;true;f;f;f;f;f;f;f;f;f;f;true;f;f;f;ATTACK_WATER
;*村紗水蜜*;110;71;40;2900;アンカーを投げるぞ;f;true;true;f;f;f;f;f;f;f;f;f;f;true;f;f;f;ATTACK_WATER
多々良小傘(0%);おどろき小傘;30;25;10;30;飛び回るぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;true;true;f;f;ATTACK_UNKNOWN
;びっくり小傘;71;42;15;500;飛び回るぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;true;true;f;f;ATTACK_UNKNOWN
;ハプニング小傘;130;80;20;2800;飛び回るぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;true;true;f;f;ATTACK_UNKNOWN
;*多々良小傘*;135;101;42;4200;飛び回るぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;true;true;f;f;ATTACK_UNKNOWN
大妖精(40%);大ちゃん;18;14;5;12;次の階に行くぞ;true;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;f;ATTACK_SPECIAL_BODY
;大さん;55;37;10;150;次の階に行くぞ;true;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;f;ATTACK_SPECIAL_BODY
;大様;73;44;15;900;次の階に行くぞ;true;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;f;ATTACK_SPECIAL_BODY
;*大妖精*;20;10;99;3000;次の階に行くぞ;true;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;f;ATTACK_SPECIAL_BODY
東風谷早苗(13%);早苗にぎり;29;15;10;23;敵をおにぎりにするぞ;f;f;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;ATTACK_SMALL_OBJECT
;早苗親方;67;38;15;470;敵をおにぎりにするぞ;f;f;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;ATTACK_SMALL_OBJECT
;早苗元締め;105;60;20;2400;敵をおにぎりにするぞ;f;f;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;ATTACK_SMALL_OBJECT
;*東風谷早苗*;80;40;20;3000;敵をおにぎりにするぞ;f;f;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;ATTACK_SMALL_OBJECT
藤原妹紅(30%);火炎妹紅;45;32;5;130;通常攻撃をするぞ;f;f;f;true;f;f;f;f;f;true;f;f;f;f;f;f;f;ATTACK_FIRE
;火炎妹紅2;5;2;1;1;通常攻撃をするぞ;f;f;f;true;f;f;f;f;f;true;f;f;f;f;f;f;f;ATTACK_FIRE
;火炎妹紅3;5;2;1;1;通常攻撃をするぞ;f;f;f;true;f;f;f;f;f;true;f;f;f;f;f;f;f;ATTACK_FIRE
;火炎妹紅4;5;2;1;1;通常攻撃をするぞ;f;f;f;true;f;f;f;f;f;true;f;f;f;f;f;f;f;ATTACK_FIRE
寅丸星(40%);寅丸☆ブン;47;35;10;133;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;ATTACK_SPEAR
;寅丸☆ソイヤッ;70;39;15;366;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;ATTACK_SPEAR
;寅丸☆そぉい！;145;85;20;2500;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;ATTACK_SPEAR
;*寅丸星*;140;105;20;3000;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;ATTACK_SPEAR
二ッ岩マミゾウ(20%);マミマミ;30;15;10;16;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SPEAR
;アママミ;54;47;15;350;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SPEAR
;アマママミ;75;65;20;1400;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SPEAR
;*二ッ岩マミゾウ*;80;50;20;2100;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SPEAR
博麗霊夢(0%);キラー霊夢;55;45;20;500;周囲の敵を影縫い状態にするぞ;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;f;f;ATTACK_SMALL_OBJECT
;ヘル霊夢;95;65;25;2000;周囲の敵を影縫い状態にするぞ;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;f;f;ATTACK_SMALL_OBJECT
;デス霊夢;135;100;30;5200;周囲の敵を影縫い状態にするぞ;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;f;f;ATTACK_SMALL_OBJECT
;*博麗霊夢*;999;255;255;9999;周囲の敵を影縫い状態にするぞ;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;f;f;ATTACK_SMALL_OBJECT
八意永琳(20%);おばけ永琳;50;27;10;120;草を投げるぞ;f;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;ATTACK_SPEAR
;めまわし永琳;70;40;15;400;草を投げるぞ;f;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;ATTACK_SPEAR
;ねむり永琳;110;57;20;2000;草を投げるぞ;f;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;ATTACK_SPEAR
;*八意永琳*;130;60;10;3500;草を投げるぞ;f;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;ATTACK_SPEAR
八雲紫(0%);ぱこゆかりん;73;50;5;400;通常攻撃をするぞ;true;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;ATTACK_UNKNOWN
;ぱこゆかりーな;100;65;10;1800;通常攻撃をするぞ;true;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;ATTACK_UNKNOWN
;ぱこゆかりんぐ;140;124;15;4200;通常攻撃をするぞ;true;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;ATTACK_UNKNOWN
;*八雲紫*;160;156;10;5000;通常攻撃をするぞ;true;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;ATTACK_UNKNOWN
八雲藍(0%);お藍;41;17;5;105;複数回攻撃をするぞ;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;ATTACK_ROOLING
;な藍;90;28;10;500;複数回攻撃をするぞ;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;ATTACK_ROOLING
;ら藍;135;36;15;3500;複数回攻撃をするぞ;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;ATTACK_ROOLING
;*八雲藍*;100;40;25;4000;複数回攻撃をするぞ;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;ATTACK_ROOLING
八坂神奈子(0%);アイアン神奈子;40;28;10;100;オンバシラを投げるぞ;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;f;ATTACK_HEAVY
;チェイン神奈子;70;54;15;1560;オンバシラを投げるぞ;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;f;ATTACK_HEAVY
;ギガ神奈子;150;120;20;4300;オンバシラを投げるぞ;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;f;ATTACK_HEAVY
;*八坂神奈子*;150;120;30;4600;オンバシラを投げるぞ;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;f;ATTACK_HEAVY
比那名居天子(25%);比那名居天子;99;60;20;1650;とりあえず通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_AURA
;見てはいけないもの;130;77;20;3100;とりあえず通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_AURA
;見たら後戻りは出来ないもの;210;110;20;5000;とりあえず通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_AURA
;*比那名居天子*;999;255;255;9999;とりあえず通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_AURA
姫海棠はたて(0%);スポイラーはたて;14;9;5;12;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_SPEAR
;ダブルスポイターはたて;66;47;10;350;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_SPEAR
;トリプルスポイラーはたて;110;58;15;1350;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_SPEAR
;*姫海棠はたて*;99;65;50;2600;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_SPEAR
封獣ぬえ(20%);変幻少女ぬえ;45;31;10;120;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;ATTACK_UNKNOWN
;未確認少女ぬえ;65;64;15;980;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;ATTACK_UNKNOWN
;正体不明少女ぬえ;130;130;20;3010;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;ATTACK_UNKNOWN
;*封獣ぬえ*;255;160;40;4000;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;ATTACK_UNKNOWN
風見幽香(40%);スカイ幽香;80;51;10;1000;マスタースパークを発射するぞ;f;f;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;ATTACK_SPEAR
;ダース幽香;130;70;15;2200;マスタースパークを発射するぞ;f;f;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;ATTACK_SPEAR
;アーク幽香;255;125;20;5000;マスタースパークを発射するぞ;f;f;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;ATTACK_SPEAR
;*風見幽香*;250;160;30;6500;マスタースパークを発射するぞ;f;f;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;ATTACK_SPEAR
物部布都(0%);布都ノコ;23;17;10;26;通常攻撃をするぞ;f;true;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_AURA
;布都ゲイツ;54;57;10;1150;通常攻撃をするぞ;f;true;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_AURA
;布都ダイル;75;71;10;2150;通常攻撃をするぞ;f;true;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_AURA
;*物部布都*;110;84;40;2504;通常攻撃をするぞ;f;true;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_AURA
蓬莱山輝夜(0%);永夜返し輝夜;40;41;20;300;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;ATTACK_SMALL_OBJECT
;リフレクト輝夜;65;55;25;500;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;ATTACK_SMALL_OBJECT
;ミラーフォース輝夜;150;120;30;3000;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;ATTACK_SMALL_OBJECT
;*蓬莱山輝夜*;130;190;50;4500;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;ATTACK_SMALL_OBJECT
豊聡耳神子(50%);悪の神子;65;45;10;710;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SWORD
;よこしま神子;95;57;15;1500;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SWORD
;有頂天教祖神子;129;88;20;3000;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SWORD
;*豊聡耳神子*;50;50;10;1000;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SWORD
霧雨魔理沙(50%);荒れ魔理沙;55;20;5;600;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;f;f;ATTACK_HANDS
;暴れ魔理沙;100;25;10;1500;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;f;f;ATTACK_HANDS
;乱れ魔理沙;160;30;15;4500;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;f;f;ATTACK_HANDS
;*霧雨魔理沙*;110;45;7;5555;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;f;f;ATTACK_HANDS
幽谷響子(100%);アイテムヤッホー;30;12;5;16;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SPECIAL_BODY
;マジックモヤッホー;65;37;10;800;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SPECIAL_BODY
;超電磁ヤッホー;130;44;15;1700;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SPECIAL_BODY
;ウルトラブルカノヤッホー;999;255;255;9999;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SPECIAL_BODY
鈴仙・優曇華院・イナバ(25%);ウドンゲイズ;35;15;5;33;直線上の敵を混乱させるぞ;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;f;f;ATTACK_WAVE
;スーパーウドンゲイズ;75;43;10;690;直線上の敵を混乱させるぞ;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;f;f;ATTACK_WAVE
;ハイパーウドンゲイズ;135;58;15;3300;直線上の敵を混乱させるぞ;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;f;f;ATTACK_WAVE
;*鈴仙・優曇華院・イナバ*;50;30;10;3000;直線上の敵を混乱させるぞ;f;f;f;f;f;f;f;f;f;true;true;f;f;f;f;f;f;ATTACK_WAVE
霊烏路空(50%);うにゅほ戦車;65;10;10;130;大砲を発射するぞ;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;f;ATTACK_HEAVY
;お空タンク;100;20;15;1900;大砲を発射するぞ;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;f;ATTACK_HEAVY
;最終兵器～空～;140;30;20;3800;大砲を発射するぞ;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;f;ATTACK_HEAVY
;*霊烏路空*;140;40;20;4500;大砲を発射するぞ;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;f;f;ATTACK_HEAVY
橙(40%);ちぇん;29;19;5;39;飛び回るぞ;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;ATTACK_SCRATCH
;ちぇ～ん;52;31;10;100;飛び回るぞ;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;ATTACK_SCRATCH
;ちぇ～～～ん;110;46;15;900;飛び回るぞ;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;ATTACK_SCRATCH
;*橙*;90;56;33;1500;飛び回るぞ;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;ATTACK_SCRATCH
霍青娥(25%);きり邪仙;26;15;5;31;部屋内の敵を邪法状態にするぞ;true;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SMALL_OBJECT
;かすみ邪仙;79;52;10;600;部屋内の敵を邪法状態にするぞ;true;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SMALL_OBJECT
;のうむ邪仙;115;84;15;2300;部屋内の敵を邪法状態にするぞ;true;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SMALL_OBJECT
;*霍青娥*;120;70;30;3220;部屋内の敵を邪法状態にするぞ;true;f;f;f;f;f;f;f;f;f;f;f;f;f;true;f;f;ATTACK_SMALL_OBJECT
朱鷺子(20%);本読み朱鷺子;49;24;6;65;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;おねだり朱鷺子;80;42;10;450;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;強奪朱鷺子;115;85;15;2500;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;*朱鷺子*;120;70;30;3220;通常攻撃をするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
赤蛮奇_体(20%);赤蛮奇_体;50;30;10;100;頭を投げるぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;赤蛮奇_体;70;50;15;500;頭を投げるぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;赤蛮奇_体;95;70;30;2500;頭を投げるぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;*赤蛮奇_体*;120;70;30;3220;頭を投げるぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
赤蛮奇_頭(20%);赤蛮奇_頭;10;30;5;100;レーザーを放つぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;赤蛮奇_頭;10;50;5;100;レーザーを放つぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;赤蛮奇_頭;10;90;5;100;レーザーを放つぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;*赤蛮奇_頭*;120;70;30;3220;レーザーを放つぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
今泉影狼(100%);今泉影狼;69;41;10;350;影縫い噛み付きをするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;今泉影狼;100;75;15;2500;影縫い噛み付きをするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;今泉影狼;135;95;20;3400;影縫い噛み付きをするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;*今泉影狼*;120;70;30;3220;影縫い噛み付きをするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
秦こころ(20%);秦こころ;69;35;10;250;ええんじゃないか状態にするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;秦こころ;90;45;15;1500;ええんじゃないか状態にするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;秦こころ;133;95;20;3000;ええんじゃないか状態にするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;*秦こころ*;120;70;30;3220;ええんじゃないか状態にするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
わかさぎ姫(20%);わかさぎ姫;35;35;5;250;ええんじゃないか状態にするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;わかさぎ姫;45;50;8;1500;ええんじゃないか状態にするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;わかさぎ姫;55;88;9;3000;ええんじゃないか状態にするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
;*わかさぎ姫*;120;70;30;3220;ええんじゃないか状態にするぞ;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;true;ATTACK_HANDS
Exルーミア(0%);Exルーミア;1;1;1;1;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;f;ATTACK_SWORD
;Exルーミア;1;1;1;10;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;f;ATTACK_SWORD
;Exルーミア;1;1;1;100;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;f;ATTACK_SWORD
;*Exルーミア*;999;255;255;9999;f;f;f;f;f;f;f;f;true;f;f;f;f;f;f;f;f;f;ATTACK_SWORD
